dataset,metric,ctx_mean,ctx_std,surp_mean,surp_std,diff_mean,diff_ci_low,diff_ci_high,paired_t,p_value,n_seeds_paired
geco_test,r_trt,0.43422625091961214,0.001342203937658778,0.40954723861592146,0.00037606068784183937,0.024679012303690684,0.023662042194994206,0.02612024224194727,33.72842632244279,4.609206197193579e-06,5
geco_test,r_ffd,0.1944769126714018,0.01325654375143869,0.1403651997663678,5.90360562877693e-05,0.05411171290503401,0.04456216951870614,0.06544889405759088,9.137632369889158,0.0007959992992938602,5
geco_test,r_gaze,0.3789712683885559,0.0014901179003221987,0.3491068808377401,0.00026671806748058616,0.02986438755081574,0.028549015873970775,0.031190428693327887,39.12317179701367,2.5499156077539033e-06,5
geco_test,r_skip,0.39317278762657154,0.007510602164596338,0.22295729619628252,0.004827765512064094,0.17021549143028905,0.16370935836449518,0.17929229578268097,36.13559717580459,3.5010334733083825e-06,5
provo,r_trt,0.5964692921942781,0.00400211857611477,0.6553947009158684,0.00014474180382598108,-0.058925408721590314,-0.06196457146267231,-0.05558608096866178,-32.40859969360496,5.404538439228667e-06,5
provo,r_ffd,0.25820087989788526,0.019680878227196292,0.2591461156028888,3.8460423534766965e-05,-0.0009452357050035831,-0.015954627398752495,0.014071979020148034,-0.10736752246457643,0.9196671668809503,5
provo,r_gaze,0.6014768431756521,0.004460730770028816,0.6172778147483665,4.005994543059653e-06,-0.015800971572714494,-0.019161968249590065,-0.012247834852957528,-7.917263801965002,0.0013772645808798835,5
provo,r_skip,0.5437703045475747,0.007991498098069033,0.2959292768674547,0.006949009714191703,0.24784102768012,0.23595891752916515,0.2578968105647323,40.0234723864511,2.3285572065649274e-06,5
